English Sentence,English NER Tagged,Chinese Sentence,Chinese NER Tagged,Merged English NER Tagged,Merged Chinese NER Tagged
Clare Lockhart and I are writing a book on this; we hope to share that much widely with -- and third is that we could actually construct an index to measure comparatively how well these functions that we would agree on are being performed in different places.,"[{'entity': 'I-PER', 'score': 0.9999907, 'index': 1, 'word': '▁Clare', 'start': 0, 'end': 5}, {'entity': 'I-PER', 'score': 0.99999356, 'index': 2, 'word': '▁Lock', 'start': 6, 'end': 10}, {'entity': 'I-PER', 'score': 0.99998283, 'index': 3, 'word': 'hart', 'start': 10, 'end': 14}]",克?? 洛克哈特和我正在就此?一本? 我?希望能彼此之?能?有更多的?通与分享。 第三，我???上可以建立一?指?， ??量 相比?之下，?些功能??得怎么?，是否令我??意， 并且能推?到其他的地方。,"[{'entity': 'I-PER', 'score': 0.9996519, 'index': 1, 'word': '▁', 'start': 0, 'end': 1}, {'entity': 'I-PER', 'score': 0.999841, 'index': 2, 'word': '克', 'start': 0, 'end': 1}, {'entity': 'I-PER', 'score': 0.9999856, 'index': 3, 'word': '?', 'start': 1, 'end': 2}, {'entity': 'I-PER', 'score': 0.9999765, 'index': 4, 'word': '?', 'start': 2, 'end': 3}, {'entity': 'I-PER', 'score': 0.99996305, 'index': 5, 'word': '▁', 'start': 4, 'end': 5}, {'entity': 'I-PER', 'score': 0.99983966, 'index': 6, 'word': '洛', 'start': 4, 'end': 5}, {'entity': 'I-PER', 'score': 0.99996936, 'index': 7, 'word': '克', 'start': 5, 'end': 6}, {'entity': 'I-PER', 'score': 0.99997723, 'index': 8, 'word': '哈', 'start': 6, 'end': 7}, {'entity': 'I-PER', 'score': 0.99995935, 'index': 9, 'word': '特', 'start': 7, 'end': 8}, {'entity': 'I-PER', 'score': 0.9996486, 'index': 62, 'word': '。', 'start': 100, 'end': 101}]","[{'word': 'Clare Lockhart', 'tag': 'I-PER', 'score': 0.99998283}]","[{'word': '克??', 'tag': 'I-PER', 'score': 0.999841}, {'word': '洛克哈特', 'tag': 'I-PER', 'score': 0.99983966}, {'word': '。', 'tag': 'I-PER', 'score': 0.9996486}]"
So what are these functions?,[],那么?些功能是什么呢？,[],[],[]
We propose 10.,[],我???10?例子。,[],[],[]
"And it's legitimate monopoly of means of violence, administrative control, management of public finances, investment in human capital, provision of citizenship rights, provision of infrastructure, management of the tangible and intangible assets of the state through regulation, creation of the market, international agreements, including public borrowing, and then, most importantly, rule of law.",[],它?是：?暴力途?的合法化的??， 行政控制，公共?政管理 人力?金投?，民?保障 基??施建?， 通??控?行??家有形与?形??管理， 市?的?造， ??合? -- 包括公共借? -- ?有最重要的是，法律?范。,[],[],[]
I won't elaborate.,[],我不??一步?述。,[],[],[]
I hope the questions will give me an opportunity.,[],我希望?些??可以?予我一?机?。,[],[],[]
"This is a feasible goal, basically because, contrary to widespread assumption, I would argue that we know how to do this.",[],?是一?切?的目?， 因?与?泛的假?相反 我不??我?知道?如何?理?件事。,[],[],[]
"Who would have imagined that Germany would be either united or democratic today, if you looked at it from the perspective of Oxford of 1943?","[{'entity': 'I-LOC', 'score': 0.99999833, 'index': 7, 'word': '▁Germany', 'start': 29, 'end': 36}, {'entity': 'I-LOC', 'score': 0.99998987, 'index': 26, 'word': '▁Oxford', 'start': 125, 'end': 131}]",?能想到德? 今天??成?合或者民主的， 如果你?1943年的牛津的?角去看????的?。,"[{'entity': 'I-LOC', 'score': 0.99999785, 'index': 5, 'word': '德?', 'start': 4, 'end': 6}, {'entity': 'I-LOC', 'score': 0.99997675, 'index': 18, 'word': '牛', 'start': 31, 'end': 32}, {'entity': 'I-LOC', 'score': 0.99996614, 'index': 19, 'word': '津', 'start': 32, 'end': 33}]","[{'word': 'Germany', 'tag': 'I-LOC', 'score': 0.99999833}, {'word': 'Oxford', 'tag': 'I-LOC', 'score': 0.99998987}]","[{'word': '德?', 'tag': 'I-LOC', 'score': 0.99999785}, {'word': '牛津', 'tag': 'I-LOC', 'score': 0.99996614}]"
But people at Oxford prepared for a democratic Germany and engaged in planning.,"[{'entity': 'I-LOC', 'score': 0.99998844, 'index': 4, 'word': '▁Oxford', 'start': 14, 'end': 20}, {'entity': 'I-LOC', 'score': 0.99999726, 'index': 9, 'word': '▁Germany', 'start': 47, 'end': 54}]",但是牛津的人民?一?民主德?做好了准?， 并?极?划?。,"[{'entity': 'I-LOC', 'score': 0.9999969, 'index': 2, 'word': '牛', 'start': 2, 'end': 3}, {'entity': 'I-LOC', 'score': 0.9999944, 'index': 3, 'word': '津', 'start': 3, 'end': 4}, {'entity': 'I-LOC', 'score': 0.99999726, 'index': 9, 'word': '德?', 'start': 12, 'end': 14}]","[{'word': 'Oxford', 'tag': 'I-LOC', 'score': 0.99998844}, {'word': 'Germany', 'tag': 'I-LOC', 'score': 0.99999726}]","[{'word': '牛津', 'tag': 'I-LOC', 'score': 0.9999944}, {'word': '德?', 'tag': 'I-LOC', 'score': 0.99999726}]"
And there are lots of other examples.,[],?有很多其他的例子。,[],[],[]
Now in order to do this -- and this brings this group -- we have to rethink the notion of capital.,[],?在，?了做?件事， 我?必?重新思考?本的定?。,[],[],[]
"The least important form of capital, in this project, is financial capital -- money.",[],最微不足道的一种?本形式是， 是???本 -- 金?。,[],[],[]
Money is not capital in most of the developing countries.,[],金?在?多?展中?家中不都不能算作是?本。,[],[],[]
It's just cash.,[],它只是?金。,[],[],[]
"Because it lacks the institutional, organizational, managerial forms to turn it into capital.",[],因?它缺乏机制的， ??的，管理的形式， ??它????本。,[],[],[]
"And what is required is a combination of physical capital, institutional capital, human capital -- and security, of course, is critical, but so is information.",[],而且它所需要的是 物理?本 与体制?本，人力?本的?合。 ?然，安全性是至?重要的， 信息也是。,[],[],[]
"Now, the issue that should concern us here -- that I would like to pose to this group -- is again, it takes 16 years in your countries to produce somebody with a B.S. degree.","[{'entity': 'I-MISC', 'score': 0.9655393, 'index': 36, 'word': '▁B', 'start': 162, 'end': 163}, {'entity': 'I-LOC', 'score': 0.53614646, 'index': 37, 'word': '.', 'start': 163, 'end': 164}, {'entity': 'I-MISC', 'score': 0.66355574, 'index': 38, 'word': 'S', 'start': 164, 'end': 165}, {'entity': 'I-MISC', 'score': 0.9870415, 'index': 39, 'word': '.', 'start': 165, 'end': 166}]",?在，我?????的??， 同?也是我希望?您??群人 ??的挑?是 你??家需要16年 ?培?一? 有?士??的人。,[],"[{'word': 'B', 'tag': 'I-MISC', 'score': 0.9655393}, {'word': '.', 'tag': 'I-LOC', 'score': 0.53614646}, {'word': 'S.', 'tag': 'I-MISC', 'score': 0.66355574}]",[]
It takes 20 years to produce somebody with a Ph.D.,"[{'entity': 'I-MISC', 'score': 0.79023576, 'index': 10, 'word': '▁Ph', 'start': 45, 'end': 47}, {'entity': 'I-MISC', 'score': 0.90483433, 'index': 12, 'word': 'D', 'start': 48, 'end': 49}]",20年?培?一? 有博士?位的人,[],"[{'word': 'Ph D', 'tag': 'I-MISC', 'score': 0.79023576}]",[]
"The first challenge is to rethink, fundamentally, the issue of the time.",[],第一?挑?是要 ?基本上?行重新思考 ?代的??。,[],[],[]
Do we need to repeat the modalities that we have inherited?,[],我?需要重复 我?所?承的方式?？,[],[],[]
Our educational systems are inherited from the 19th century.,[],我?的教育系?是自19世??承而?的。,[],[],[]
"What is it that we need to do fundamentally to re-engage in a project, that capital formation is rapid?",[],?了?根本上重新投入到一??目中， 什么是我?需要的呢， 在???本形成如此之快的?下？,[],[],[]
"The absolute majority of the world's population are below 20, and they are growing larger and faster.",[],世界上的?大多?人 都在20?以下，而且他?正在?得 更多，成?得更快。,[],[],[]
"They need different ways of being approached, different ways of being enfranchised, different ways of being skilled.",[],他?需要不同的方式 不同的?待的方式。 不同的享有?利的方式。 不同的被??的方式。,[],[],[]
And that's the first thing.,[],?是首要的。,[],[],[]
"Second is, you're problem solvers, but you're not engaging your global responsibility.",[],第二，你?是??的解?者， 但是你??有?到你?的全球性?任。,[],[],[]
You've stayed away from the problems of corruption.,[],你?已??离了 腐???。,[],[],[]
You only want clean environments in which to function.,[],你?只想看到干?的?境。,[],[],[]
"But if you don't think through the problems of corruption, who will?",[],但是你??有?底看透腐?的??， ??能呢？,[],[],[]
You stay away from design for development.,[],你?避免??展做?划。,[],[],[]
"You're great designers, but your designs are selfish.",[],你?是?大的???， 但是你?的??是自私的。,[],[],[]
It's for your own immediate use.,[],只是?了你?自己即?的用?。,[],[],[]
"The world in which I operate operates with designs regarding roads, or dams, or provision of electricity that have not been revisited in 60 years.",[],在我的世界，我与 那些道路、 堤?、或者?力供? 的??打交道， ?些??已?有60年?有被重?了。,[],[],[]
This is not right. It requires thinking.,[],?是不正确。需要我??思考一下。,[],[],[]
"But, particularly, what we need more than anything else from this group is your imagination to be brought to bear on problems the way a meme is supposed to work.",[],更重要的是， 我?最需要的 是你?的想象力， 用想象力?解??? ?是米姆本??生作用的方式。,[],[],[]
"As the work on paradigms, long time ago showed -- Thomas Kuhn's work -- it's in the intersection of ideas that new developments -- true breakthroughs -- occur.","[{'entity': 'I-PER', 'score': 0.9999895, 'index': 13, 'word': '▁Thomas', 'start': 50, 'end': 56}, {'entity': 'I-PER', 'score': 0.99998915, 'index': 14, 'word': '▁Ku', 'start': 57, 'end': 59}, {'entity': 'I-PER', 'score': 0.9999577, 'index': 15, 'word': 'h', 'start': 59, 'end': 60}, {'entity': 'I-PER', 'score': 0.9999572, 'index': 16, 'word': 'n', 'start': 60, 'end': 61}]",而就范式的作用??，在很久以前， 托?斯-坤的工作， 他的工作是 概念的?部分工中， 新的?展出?。,"[{'entity': 'I-PER', 'score': 0.9997452, 'index': 12, 'word': '▁', 'start': 17, 'end': 18}, {'entity': 'I-PER', 'score': 0.9999448, 'index': 13, 'word': '托', 'start': 17, 'end': 18}, {'entity': 'I-PER', 'score': 0.9999784, 'index': 14, 'word': '?', 'start': 18, 'end': 19}, {'entity': 'I-PER', 'score': 0.999967, 'index': 15, 'word': '斯', 'start': 19, 'end': 20}, {'entity': 'I-PER', 'score': 0.99997056, 'index': 16, 'word': '-', 'start': 20, 'end': 21}, {'entity': 'I-PER', 'score': 0.999982, 'index': 17, 'word': '坤', 'start': 21, 'end': 22}]","[{'word': 'Thomas Kuhn', 'tag': 'I-PER', 'score': 0.9999572}]","[{'word': '托?斯-坤', 'tag': 'I-PER', 'score': 0.9999448}]"
"And I hope that this group would be able to deal with the issue of state and development and the empowerment of the majority of the world's poor, through this means.",[],我希望????，通??些方式 可以有能力?理?于政府和?家的?? 以及?予??世界占大多?的?人 以?力。,[],[],[]
Thank you.,[],??。,[],[],[]
"Chris Anderson: So, Ashraf, until recently, you were the finance minister of Afghanistan, a country right at the middle of much of the world's agenda.","[{'entity': 'I-PER', 'score': 0.9999943, 'index': 1, 'word': '▁Chris', 'start': 0, 'end': 5}, {'entity': 'I-PER', 'score': 0.9999933, 'index': 2, 'word': '▁Anderson', 'start': 6, 'end': 14}, {'entity': 'I-PER', 'score': 0.999982, 'index': 6, 'word': '▁Ashraf', 'start': 20, 'end': 26}, {'entity': 'I-LOC', 'score': 0.9999976, 'index': 17, 'word': '▁Afghanistan', 'start': 77, 'end': 88}]",（鼓掌） 克里斯 安德森：“那么，Ashraf先生，直到最近， 你一直是阿富汗的?政部?， ?是一??在世界事? 中心的?家。,"[{'entity': 'I-PER', 'score': 0.9998859, 'index': 5, 'word': '▁', 'start': 5, 'end': 6}, {'entity': 'I-PER', 'score': 0.9999634, 'index': 6, 'word': '克里斯', 'start': 5, 'end': 8}, {'entity': 'I-PER', 'score': 0.99998546, 'index': 7, 'word': '▁', 'start': 9, 'end': 10}, {'entity': 'I-PER', 'score': 0.99990916, 'index': 8, 'word': '安', 'start': 9, 'end': 10}, {'entity': 'I-PER', 'score': 0.99998593, 'index': 9, 'word': '德', 'start': 10, 'end': 11}, {'entity': 'I-PER', 'score': 0.99997234, 'index': 10, 'word': '森', 'start': 11, 'end': 12}, {'entity': 'I-PER', 'score': 0.99999404, 'index': 14, 'word': 'A', 'start': 17, 'end': 18}, {'entity': 'I-PER', 'score': 0.99998975, 'index': 15, 'word': 'sh', 'start': 18, 'end': 20}, {'entity': 'I-PER', 'score': 0.99999094, 'index': 16, 'word': 'raf', 'start': 20, 'end': 23}, {'entity': 'I-LOC', 'score': 0.9999945, 'index': 24, 'word': '阿富汗', 'start': 36, 'end': 39}, {'entity': 'I-PER', 'score': 0.9998834, 'index': 38, 'word': '。', 'start': 62, 'end': 63}]","[{'word': 'Chris Anderson', 'tag': 'I-PER', 'score': 0.9999933}, {'word': 'Ashraf', 'tag': 'I-PER', 'score': 0.999982}, {'word': 'Afghanistan', 'tag': 'I-LOC', 'score': 0.9999976}]","[{'word': '克里斯', 'tag': 'I-PER', 'score': 0.9999634}, {'word': '安德森', 'tag': 'I-PER', 'score': 0.99990916}, {'word': 'Ashraf', 'tag': 'I-PER', 'score': 0.99998975}, {'word': '阿富汗', 'tag': 'I-LOC', 'score': 0.9999945}, {'word': '。', 'tag': 'I-PER', 'score': 0.9998834}]"
Is the country gonna make it?,[],???家真的能?完成（你所?的那些）?？,[],[],[]
Will democracy flourish? What scares you most?,[],民主可否繁?？什么使你最?生畏？,[],[],[]
"Ashraf Ghani: What scares me most is -- is you, lack of your engagement.","[{'entity': 'I-PER', 'score': 0.9999943, 'index': 1, 'word': '▁Ashraf', 'start': 0, 'end': 6}, {'entity': 'I-PER', 'score': 0.99999404, 'index': 2, 'word': '▁Gha', 'start': 7, 'end': 10}, {'entity': 'I-PER', 'score': 0.9999919, 'index': 3, 'word': 'ni', 'start': 10, 'end': 12}]",Ashraf Ghani:“最令我害怕的，是你?， 是缺乏你?的?极?与。”,"[{'entity': 'I-PER', 'score': 0.9999951, 'index': 1, 'word': '▁Ashraf', 'start': 0, 'end': 6}, {'entity': 'I-PER', 'score': 0.9999951, 'index': 2, 'word': '▁Gha', 'start': 7, 'end': 10}, {'entity': 'I-PER', 'score': 0.9999943, 'index': 3, 'word': 'ni', 'start': 10, 'end': 12}]","[{'word': 'Ashraf Ghani', 'tag': 'I-PER', 'score': 0.9999919}]","[{'word': 'Ashraf', 'tag': 'I-PER', 'score': 0.9999951}, {'word': 'Ghani', 'tag': 'I-PER', 'score': 0.9999943}]"
You asked me. You know I always give the unconventional answer.,[],你?了我。你知道我?是?出一些非??的答案。,[],[],[]
"No. But seriously, the issue of Afghanistan first has to be seen as, at least, a 10- to 20-year perspective.","[{'entity': 'I-LOC', 'score': 0.999998, 'index': 9, 'word': '▁Afghanistan', 'start': 32, 'end': 43}]",不。但是?真的， 阿富汗的?? 必?首先被?作 一?至少10到20年的?角。,"[{'entity': 'I-LOC', 'score': 0.9999969, 'index': 9, 'word': '阿富汗', 'start': 9, 'end': 12}]","[{'word': 'Afghanistan', 'tag': 'I-LOC', 'score': 0.999998}]","[{'word': '阿富汗', 'tag': 'I-LOC', 'score': 0.9999969}]"
